연번,호선,역명,장비,호기,승강기번호,운행구간,설치위치
1255,6,동묘앞,E/S,6,1800-075,B1-B2,내부
1256,6,동묘앞,E/S,7,1800-071,B1-B2,내부
1257,6,동묘앞,E/S,8,1800-066,BM1-B1,내부
1258,6,동묘앞,E/S,9,1800-073,F1-BM1,외부
1259,6,동묘앞,E/S,10,1800-072,F1-BM1,외부
1260,6,동묘앞,E/S,11,1810-051,B2-B3,내부
1261,6,동묘앞,E/S,12,1810-052,B2-B3,내부
1262,6,창신,E/S,1,1800-051,B1-B3,내부
1263,6,창신,E/S,2,1800-052,B1-B3,내부
1264,6,창신,E/S,3,1800-065,BM1-B1,내부
1265,6,보문,E/S,1,1809-118,B1-B2,내부
1266,6,보문,E/S,2,1809-119,B1-B2,내부
1267,6,안암,E/S,1,1809-116,BM1-B1,내부
1268,6,안암,E/S,2,1809-117,BM1-B1,내부
1269,6,안암,E/S,3,1809-114,BM1-B1,내부
1270,6,안암,E/S,4,1809-115,BM1-B1,내부
1271,6,안암,E/S,5,1803-147,B1-B2,내부
1272,6,안암,E/S,6,1803-148,B1-B2,내부
1273,6,고려대,E/S,1,1809-108,B1-B2,내부
1274,6,고려대,E/S,2,1809-109,B1-B2,내부
1275,6,고려대,E/S,3,1809-110,BM1-B1,내부
1276,6,고려대,E/S,4,1809-111,BM1-B1,내부
1277,6,고려대,E/S,5,1809-112,F1-B1,외부
1278,6,고려대,E/S,6,1809-113,F1-B1,외부
1279,6,고려대,E/S,7,1803-396,F1-B1,외부
1280,6,고려대,E/S,8,1803-397,F1-B1,외부
1281,6,고려대,E/S,9,1810-503,B3-B4,내부
1282,6,고려대,E/S,10,1810-504,B3-B4,내부
1283,6,고려대,E/S,11,1810-501,B3-B4,내부
1284,6,고려대,E/S,12,1810-502,B3-B4,내부
1285,6,월곡,E/S,1,1803-403,BM1-B1,내부
1286,6,월곡,E/S,2,1809-103,BM1-B1,내부
1287,6,월곡,E/S,3,1809-104,F1-BM1,외부
1288,6,월곡,E/S,4,1809-105,F1-BM1,외부
1289,6,월곡,E/S,5,1803-404,F1-BM1,외부
1290,6,월곡,E/S,6,1803-405,F1-BM1,외부
1291,6,월곡,E/S,7,1810-505,B2-B3,내부
1292,6,월곡,E/S,8,1810-506,B2-B3,내부
1293,6,월곡,E/S,9,1803-149,B2-B3,내부
1294,6,월곡,E/S,10,1803-150,B2-B3,내부
1295,6,월곡,E/S,11,1803-042,F1-BM1,외부
1296,6,월곡,E/S,12,1803-043,F1-BM1,외부
1297,6,상월곡,E/S,1,1803-401,B1-B2,내부
1298,6,상월곡,E/S,2,1803-402,B1-B2,내부
1299,6,상월곡,E/S,3,1803-398,BM1-B1,내부
1300,6,상월곡,E/S,4,1803-399,BM1-B1,내부
1301,6,상월곡,E/S,5,1809-740,F1-M1,외부
1302,6,상월곡,E/S,6,1809-741,F1-M1,외부
1303,6,돌곶이,E/S,1,1802-487,BM1-B1,내부
1304,6,돌곶이,E/S,2,1809-101,F1-B1,외부
1305,6,돌곶이,E/S,3,1809-102,F1-B1,외부
1306,6,돌곶이,E/S,4,1802-488,BM1-B1,내부
1307,6,석계,E/S,1,1803-422,B2-B3,내부
1308,6,석계,E/S,2,1803-423,B2-B3,내부
1309,6,석계,E/S,3,1803-424,B2-B3,내부
1310,6,석계,E/S,4,1803-425,B2-B3,내부
1311,6,석계,E/S,5,1803-418,B1-B2,내부
1312,6,석계,E/S,6,1803-419,BM1-B1,내부
1313,6,석계,E/S,7,1803-420,F1-B1,외부
1314,6,석계,E/S,8,1803-421,F1-B1,외부
1315,6,석계,E/S,9,1803-414,B1(환승통로)-B2,내부
1316,6,석계,E/S,10,1803-415,B1(환승통로)-B2,내부
1317,6,석계,E/S,11,1803-416,F2(1호선)-B1,내부
1318,6,석계,E/S,12,1803-417,F2(1호선)-B1,내부
1319,6,석계,E/S,13,1803-376,F1-B1,외부
1320,6,석계,E/S,14,1803-375,F1-B1,외부
1321,6,태릉입구,E/S,1,1803-406,B3-B4,내부
1322,6,태릉입구,E/S,2,1803-407,B3-B4,내부
1323,6,태릉입구,E/S,3,1803-408,B3-B4,내부
1324,6,태릉입구,E/S,4,1803-409,B3-B4,내부
1325,6,태릉입구,E/S,5,1803-410,B2-B3,내부
1326,6,태릉입구,E/S,6,1803-411,B2-B3,내부
1327,6,태릉입구,E/S,7,1803-412,B2-B3,내부
1328,6,태릉입구,E/S,8,1803-413,B2-B3,내부
1329,6,태릉입구,E/S,9,1802-496,BM1-B1,내부
1330,6,태릉입구,E/S,10,1802-498,F1-B1,외부
1331,6,태릉입구,E/S,11,1802-497,F1-B1,외부
1332,6,태릉입구,E/S,12,1810-167,BM1-B1,내부
1333,6,태릉입구,E/S,13,1810-168,BM1-B1,내부
1334,6,태릉입구,E/S,14,1810-169,F1-BM1,외부
1335,6,태릉입구,E/S,15,1810-170,F1-BM1,외부
1336,6,화랑대,E/S,1,1802-481,F1-B1,외부
1337,6,화랑대,E/S,2,1802-482,F1-B1,외부
1338,6,화랑대,E/S,3,1802-483,F1-B1,외부
1339,6,화랑대,E/S,4,1802-484,F1-B1,외부
1340,6,봉화산,E/S,1,1803-351,B1-B2,내부
1341,6,봉화산,E/S,2,1803-352,B1-B2,내부
1342,6,봉화산,E/S,3,1809-120,F1-B1,외부
1343,6,봉화산,E/S,4,1809-121,F1-B1,외부
1344,6,신내,E/S,1,1812-436,F1-F2,
1345,6,신내,E/S,2,1812-437,F1-F2,
1346,7,수락산,E/S,1,1806-701,F1-B2,외부
1347,7,수락산,E/S,2,1806-702,F1-B2,외부
1348,7,수락산,E/S,3,1803-091,F1-B1,외부
1349,7,수락산,E/S,4,1803-092,F1-B1,외부
1350,7,수락산,E/S,5,1810-577,B1-F1,
1351,7,수락산,E/S,6,1810-578,F1-B1,
1352,7,마들,E/S,1,1803-093,B1-B2,내부
1353,7,마들,E/S,2,1803-094,B1-B2,내부
1354,7,마들,E/S,3,1806-815,F1-B1,외부
1355,7,마들,E/S,4,1806-816,F1-B1,외부
1356,7,마들,E/S,5,1806-824,F1-B1,외부
1357,7,마들,E/S,6,1806-823,F1-B1,외부
1358,7,마들,E/S,7,1810-567,B1-B2,내부
1359,7,마들,E/S,8,1810-568,B1-B2,내부
1360,7,노원,E/S,1,1806-611,B1-B3,내부
1361,7,노원,E/S,2,1806-612,B1-B3,내부
1362,7,노원,E/S,3,1806-613,B1-B3,내부
1363,7,노원,E/S,4,1806-609,환승통로,내부
1364,7,노원,E/S,5,1806-610,환승통로,내부
1365,7,노원,E/S,6,1806-698,환승통로,내부
1366,7,노원,E/S,7,1806-699,환승통로,내부
1367,7,노원,E/S,8,1806-614,환승통로,내부
1368,7,노원,E/S,9,1806-615,환승통로,내부
1369,7,노원,E/S,10,1803-095,F1-B1,외부
1370,7,노원,E/S,11,1803-096,F1-B1,외부
1371,7,노원,E/S,12,1803-151,F1-B1,외부
1372,7,노원,E/S,13,1803-152,F1-B1,외부
1373,7,노원,E/S,14,1806-817,F1-BM1,외부
1374,7,노원,E/S,15,1806-818,F1-BM1,외부
1375,7,중계,E/S,1,1803-029,F1-BM1,외부
1376,7,중계,E/S,2,1803-030,F1-BM1,외부
1377,7,중계,E/S,3,1803-032,F1-BM1,외부
1378,7,중계,E/S,4,1803-031,F1-BM1,외부
1379,7,중계,E/S,5,1810-511,B2-B3,내부
1380,7,중계,E/S,6,1810-512,B3-B2,내부
1381,7,중계,E/S,7,1810-513,F1-B1,외부
1382,7,중계,E/S,8,1810-514,B1-F1,외부
1383,7,하계,E/S,1,1803-098,F1-BM1,외부
1384,7,하계,E/S,2,1803-097,F1-BM1,외부
1385,7,하계,E/S,3,1803-153,F1-BM1,외부
1386,7,하계,E/S,4,1803-154,F1-BM1,외부
1387,7,하계,E/S,5,1810-541,B1-F1,외부
1388,7,하계,E/S,6,1810-542,B1-F1,외부
1389,7,공릉,E/S,1,1806-700,B2-B4,내부
1390,7,공릉,E/S,2,1806-713,B2-B4,내부
1391,7,공릉,E/S,3,1806-714,B1-B3,내부
1392,7,공릉,E/S,4,1806-715,B1-B3,내부
1393,7,공릉,E/S,5,1806-841,F1-B1,외부
1394,7,공릉,E/S,6,1806-840,F1-B1,외부
1395,7,태릉입구,E/S,1,1806-730,B1-B3,내부
1396,7,태릉입구,E/S,2,1806-731,B1-B3,내부
1397,7,태릉입구,E/S,3,1806-732,B1-B3,내부
1398,7,태릉입구,E/S,4,1806-733,B1-B3,내부
1399,7,태릉입구,E/S,5,1815-413,B1-B3,내부
1400,7,태릉입구,E/S,6,1815-414,B1-B3,내부
1401,7,태릉입구,E/S,7,1810-579,B1-F1,
1402,7,태릉입구,E/S,8,1810-580,F1-B1,
1403,7,먹골,E/S,1,1803-157,F1-BM1,외부
1404,7,먹골,E/S,2,1803-158,F1-BM1,외부
1405,7,먹골,E/S,3,1806-821,F1-B1,외부
1406,7,먹골,E/S,4,1806-822,F1-B1,외부
1407,7,먹골,E/S,5,1810-830,B1-F1,외부
1408,7,먹골,E/S,6,1810-831,F1-B1,외부
1409,7,중화,E/S,1,1800-934,B2-B3,내부
1410,7,중화,E/S,2,1800-935,B2-B3,내부
1411,7,중화,E/S,3,1800-936,B2-B3,내부
1412,7,중화,E/S,4,1800-937,B2-B3,내부
1413,7,중화,E/S,5,1800-939,F1-B1,외부
1414,7,중화,E/S,6,1800-940,B1-F1,외부
1415,7,상봉,E/S,1,1806-835,F1-BM1,외부
1416,7,상봉,E/S,2,1806-834,F1-BM1,외부
1417,7,상봉,E/S,3,1806-837,F1-BM1,외부
1418,7,상봉,E/S,4,1806-836,F1-BM1,외부
1419,7,상봉,E/S,5,1806-839,F1-B1,외부
1420,7,상봉,E/S,6,1806-838,F1-B1,외부
1421,7,면목,E/S,1,1806-601,B1-B3,내부
1422,7,면목,E/S,2,1806-602,B1-B3,내부
1423,7,면목,E/S,3,1806-819,F1-B1,외부
1424,7,면목,E/S,4,1806-820,F1-B1,외부
1425,7,면목,E/S,5,1803-089,F1-B1,외부
1426,7,면목,E/S,6,1803-090,F1-B1,외부
1427,7,사가정,E/S,1,1806-603,B1-B3,내부
1428,7,사가정,E/S,2,1806-604,B1-B3,내부
1429,7,사가정,E/S,3,1806-703,F1-B1,외부
1430,7,사가정,E/S,4,1806-704,F1-B1,외부
1431,7,사가정,E/S,5,1806-605,F1-B1,외부
1432,7,사가정,E/S,6,1806-606,F1-B1,외부
1433,7,사가정,E/S,7,1806-607,F1-B1,외부
1434,7,사가정,E/S,8,1806-608,F1-B1,외부
1435,7,사가정,E/S,9,1803-176,B1-1,외부
1436,7,사가정,E/S,10,1803-177 ,1-B1,외부
1437,7,용마산,E/S,1,1806-734,B1-B3,내부
1438,7,용마산,E/S,2,1806-735,B1-B3,내부
1439,7,용마산,E/S,3,1803-155,BM1-B1,내부
1440,7,용마산,E/S,4,1803-156,BM1-B1,내부
1441,7,용마산,E/S,5,1809-929,F1-BM1,외부
1442,7,용마산,E/S,6,1809-930,F1-BM1,외부
1443,7,용마산,E/S,7,1803-178 ,B1-1,외부
1444,7,용마산,E/S,8,1803-179 ,1-B1,외부
1445,7,중곡,E/S,1,1806-034,F1-B1,외부
1446,7,중곡,E/S,2,1806-035,F1-B1,외부
1447,7,중곡,E/S,3,1811-766,B1-F1,외부
1448,7,중곡,E/S,4,1811-767,F1-B1,외부
1449,7,군자,E/S,1,1811-681,B2-B1,내부
1450,7,군자,E/S,2,1811-682,B1-B2,내부
1451,7,군자,E/S,3,1811-683,B3-B2,내부
1452,7,군자,E/S,4,1811-684,B2-B3,내부
1453,7,군자,E/S,5,1811-685,B3-B2,내부
1454,7,군자,E/S,6,1811-686,B2-B3,내부
1455,7,어린이대공원,E/S,1,1801-751,F1-B1,외부
1456,7,어린이대공원,E/S,2,1801-752,F1-B1,외부
1457,7,어린이대공원,E/S,3,1806-036,F1-B1,외부
1458,7,어린이대공원,E/S,4,1806-037,F1-B1,외부
1459,7,어린이대공원,E/S,5,1811-531,F1-BM1,외부
1460,7,어린이대공원,E/S,6,1811-532,F1-BM1,외부
1461,7,건대입구,E/S,1,1801-691,환승통로,내부
1462,7,건대입구,E/S,2,1801-692,환승통로,내부
1463,7,건대입구,E/S,3,1805-897,환승통로,내부
1464,7,건대입구,E/S,4,1805-840,환승통로,내부
1465,7,건대입구,E/S,5,1801-693,환승통로,내부
1466,7,건대입구,E/S,6,1801-694,환승통로,내부
1467,7,건대입구,E/S,7,1801-472,B2-B3,내부
1468,7,건대입구,E/S,8,1805-838,B1-B2,내부
1469,7,건대입구,E/S,9,1805-839,B1-B2,내부
1470,7,건대입구,E/S,10,1805-837,F1-B1,외부
1471,7,건대입구,E/S,11,1805-836,F1-B1,외부
1472,7,뚝섬유원지,E/S,1,1801-591,F2-F1,외부
1473,7,뚝섬유원지,E/S,2,1801-592,F2-F1,외부
1474,7,뚝섬유원지,E/S,3,1801-593,F2-F1,외부
1475,7,뚝섬유원지,E/S,4,1801-594,F2-F1,외부
1476,7,청담,E/S,1,1802-717,B1-B3,내부
1477,7,청담,E/S,2,1802-718,B1-B3,내부
1478,7,청담,E/S,3,1802-719,F1-B1,외부
1479,7,청담,E/S,4,1802-720,F1-B1,외부
1480,7,청담,E/S,5,1805-792,F1-B1,외부
1481,7,청담,E/S,6,1805-793,F1-B1,외부
1482,7,청담,E/S,7,1802-875,F1-B1,외부
1483,7,청담,E/S,8,1802-876,F1-B1,외부
1484,7,청담,E/S,9,1802-877,F1-B1,외부
1485,7,청담,E/S,10,1802-878,F1-B1,외부
1486,7,청담,E/S,11,1802-879,F1-B1,외부
1487,7,청담,E/S,12,1802-880,F1-B1,외부
1488,7,청담,E/S,13,1802-881,F1-B1,외부
1489,7,청담,E/S,14,1802-882,F1-B1,외부
1490,7,청담,E/S,15,1802-883,F1-B1,외부
1491,7,청담,E/S,16,1802-884,F1-B1,외부
1492,7,강남구청,E/S,1,1805-505,B1-B2,내부
1493,7,강남구청,E/S,2,1805-506,B1-B2,내부
1494,7,강남구청,E/S,3,1805-507,B1-B2,내부
1495,7,강남구청,E/S,4,1805-508,B1-B2,내부
1496,7,강남구청,E/S,5,1805-639,BM1-B1,내부
1497,7,강남구청,E/S,6,1805-640,BM1-B1,내부
1498,7,강남구청,E/S,7,1805-509,BM1-B1,내부
1499,7,강남구청,E/S,8,0000-000,B1-BM2,내부
1500,7,강남구청,E/S,9,0000-000,B1-BM2,내부
1501,7,강남구청,E/S,10,0000-000,BM1-BM2,내부
1502,7,강남구청,E/S,11,0000-000,BM1-BM2,내부
1503,7,강남구청,E/S,12,0000-000,F1-BM1,내부
1504,7,강남구청,E/S,13,0000-000,F1-BM1,내부
1505,7,강남구청,E/S,14,0000-000,F1-BM1,내부
1506,7,강남구청,E/S,15,0000-000,F1-BM1,내부
1507,7,학동,E/S,1,1806-931,BM1-B1,내부
1508,7,학동,E/S,2,1806-932,BM1-B1,내부
1509,7,학동,E/S,3,1806-933,BM1-B1,내부
1510,7,학동,E/S,4,1806-934,BM1-B1,내부
1511,7,학동,E/S,5,1806-935,F1-B1,외부
1512,7,학동,E/S,6,1806-936,F1-B1,외부
1513,7,학동,E/S,7,1806-937,F1-B1,외부
1514,7,학동,E/S,8,1806-938,F1-B1,외부
1515,7,학동,E/S,9,1805-667,B1-B2(UP),내부
1516,7,학동,E/S,10,1805-668,B1-B2(DN),내부
1517,7,논현,E/S,1,1802-765,B1-B2,내부
1518,7,논현,E/S,2,1802-766,B1-B2,내부
1519,7,논현,E/S,3,1802-767,B1-B2,내부
1520,7,논현,E/S,4,1802-539,B1-B2,내부
1521,7,논현,E/S,5,1802-768,BM1-B1,내부
1522,7,논현,E/S,6,1802-769,BM1-B1,내부
1523,7,논현,E/S,7,1802-841,BM1-B1,내부
1524,7,논현,E/S,8,1802-842,BM1-B1,내부
1525,7,논현,E/S,9,1802-770,BM1-B1,내부
1526,7,논현,E/S,10,1802-771,BM1-B1,내부
1527,7,논현,E/S,11,1802-772,BM1-B1,내부
1528,7,논현,E/S,12,1802-773,F1-BM1,외부
1529,7,논현,E/S,13,1802-774,F1-BM1,외부
1530,7,논현,E/S,14,1802-843,F1-BM1,외부
1531,7,논현,E/S,15,1802-844,F1-BM1,외부
1532,7,논현,E/S,16,1802-845,F1-BM1,외부
1533,7,논현,E/S,17,1802-846,F1-BM1,외부
1534,7,논현,E/S,18,1802-847,F1-BM1,외부
1535,7,논현,E/S,19,1802-848,F1-BM1,외부
1536,7,반포,E/S,1,1805-623,F1-B1,외부
1537,7,반포,E/S,2,1805-624,F1-B1,외부
1538,7,반포,E/S,3,1802-849,F1-B1,외부
1539,7,반포,E/S,4,1802-850,F1-B1,외부
1540,7,반포,E/S,5,1807-979,B1-B2,내부
1541,7,반포,E/S,6,1807-982,B1-B2,내부
1542,7,고속터미널,E/S,1,1802-721,B2-B3,내부
1543,7,고속터미널,E/S,2,1802-722,B2-B3,내부
1544,7,고속터미널,E/S,3,1802-723,B2-B3,내부
1545,7,고속터미널,E/S,4,1802-724,B2-B3,내부
1546,7,고속터미널,E/S,5,1802-751,B2-B3,내부
1547,7,고속터미널,E/S,6,1802-752,B2-B3,내부
1548,7,고속터미널,E/S,7,1802-753,B2-B3,내부
1549,7,고속터미널,E/S,8,1802-754,B2-B3,내부
1550,7,고속터미널,E/S,9,1802-755,환B2-B2,내부
1551,7,고속터미널,E/S,10,1802-756,환B2-B2,내부
1552,7,고속터미널,E/S,11,1802-757,환B2-B2,내부
1553,7,고속터미널,E/S,12,1802-758,B1-B2,내부
1554,7,고속터미널,E/S,13,1802-759,B1-B2,내부
1555,7,고속터미널,E/S,14,1802-760,B1-B2,내부
1556,7,고속터미널,E/S,15,1802-761,B1-B2,내부
1557,7,고속터미널,E/S,16,1802-762,BM1-B1,내부
1558,7,고속터미널,E/S,17,1802-763,BM1-B1,내부
1559,7,고속터미널,E/S,18,1802-764,BM1-BM2,내부
1560,7,고속터미널,E/S,19,1802-725,BM1-BM2,내부
1561,7,고속터미널,E/S,20,1802-726,BM1-B1,내부
1562,7,고속터미널,E/S,21,1802-727,BM1-B1,내부
1563,7,내방,E/S,1,1802-728,F1-B1,외부
1564,7,내방,E/S,2,1802-729,F1-B1,외부
1565,7,내방,E/S,3,1802-730,F1-B1,외부
1566,7,내방,E/S,4,1802-731,F1-B1,외부
1567,7,내방,E/S,5,1802-732,F1-BM1,외부
1568,7,내방,E/S,6,1802-733,F1-BM1,외부
1569,7,내방,E/S,7,1802-734,F1-BM1,외부
1570,7,내방,E/S,8,1802-735,F1-BM1,외부
1571,7,내방,E/S,9,1807-980,B1-B2,내부
1572,7,내방,E/S,10,1807-981,B1-B2,내부
1573,7,이수,E/S,1,1804-174,B3-B4,내부
1574,7,이수,E/S,2,1804-175,B3-B4,내부
1575,7,이수,E/S,3,1804-176,B3-B4,내부
1576,7,이수,E/S,4,1804-177,B3-B4,내부
1577,7,이수,E/S,5,1804-178,환B2-B3,내부
1578,7,이수,E/S,6,1804-179,환B2-B3,내부
1579,7,이수,E/S,7,1804-180,환B2-B3,내부
1580,7,이수,E/S,8,1804-181,환B2-B3,내부
1581,7,이수,E/S,9,1804-182,B1-B3,내부
1582,7,이수,E/S,10,1804-183,B1-B3,내부
1583,7,이수,E/S,11,1804-184,B1-B3,내부
1584,7,이수,E/S,12,1804-185,B1-B3,내부
1585,7,이수,E/S,13,1804-186,B1-B3,내부
1586,7,이수,E/S,14,1804-187,F1-B1,외부
1587,7,이수,E/S,15,1804-188,F1-B1,외부
1588,7,이수,E/S,16,1804-189,F1-B1,외부
1589,7,이수,E/S,17,1804-190,F1-B1,외부
1590,7,이수,E/S,18,1804-191,F1-B1,외부
1591,7,이수,E/S,19,1804-192,F1-B1,외부
1592,7,이수,E/S,20,1804-193,F1-B1,외부
1593,7,이수,E/S,21,1804-194,F1-B1,외부
1594,7,이수,E/S,22,1804-195,F1-B1,외부
1595,7,이수,E/S,23,1804-196,F1-B1,외부
1596,7,남성,E/S,1,1804-203,B1-B2,내부
1597,7,남성,E/S,2,,,
1598,7,남성,E/S,3,,,
1599,7,남성,E/S,4,1804-206,F1-B1,외부
1600,7,남성,E/S,5,1804-207,F1-B1,외부
1601,7,남성,E/S,6,1809-951,B1-B2,내부
1602,7,남성,E/S,7,1807-975,BM1-B1,내부
1603,7,남성,E/S,8,1807-976,BM1-B1,내부
1604,7,남성,E/S,9,1807-977,F1-BM1,외부
1605,7,남성,E/S,10,1807-978,F1-BM1,외부
1606,7,숭실대입구,E/S,1,1804-278,B2-B5,내부
1607,7,숭실대입구,E/S,2,1804-279,B2-B5,내부
1608,7,숭실대입구,E/S,3,1804-280,B2-B5,내부
1609,7,숭실대입구,E/S,4,1807-201,B1-B2,내부
1610,7,숭실대입구,E/S,5,1807-202,B1-B2,내부
1611,7,숭실대입구,E/S,6,1807-203,B1-B2,내부
1612,7,숭실대입구,E/S,7,1807-204,F1-B1,외부
1613,7,숭실대입구,E/S,8,1807-205,F1-B1,외부
1614,7,숭실대입구,E/S,9,1807-206,F1-B1,외부
1615,7,숭실대입구,E/S,10,1807-207,F1-B1,외부
1616,7,숭실대입구,E/S,11,1808-000,F1-BM1,외부
1617,7,숭실대입구,E/S,12,1807-999,F1-BM1,외부
1618,7,상도,E/S,1,1803-925,B1-B2,내부
1619,7,상도,E/S,2,1803-926,BM1-B1,내부
1620,7,상도,E/S,3,1803-927,BM1-B1,내부
1621,7,상도,E/S,4,1803-928,BM1-B1,내부
1622,7,상도,E/S,5,1803-929,BM1-B1,내부
1623,7,상도,E/S,6,1803-930,F1-BM1,외부
1624,7,상도,E/S,7,1803-931,F1-BM1,외부
1625,7,상도,E/S,8,1803-932,F1-BM1,외부
1626,7,상도,E/S,9,1803-933,F1-BM1,외부
1627,7,상도,E/S,10,1803-934,F1-BM1,외부
1628,7,상도,E/S,11,1803-935,F1-BM1,외부
1629,7,장승배기,E/S,1,1803-936,B1-B2,내부
1630,7,장승배기,E/S,2,1803-937,B1-B2,내부
1631,7,장승배기,E/S,3,1803-938,BM1-B1,내부
1632,7,장승배기,E/S,4,1803-939,BM1-B1,내부
1633,7,장승배기,E/S,5,1803-940,F1-B1,외부
1634,7,장승배기,E/S,6,1803-941,F1-B1,외부
1635,7,장승배기,E/S,7,1803-942,BM1-B1,내부
1636,7,장승배기,E/S,8,1803-943,F1-BM1,외부
1637,7,장승배기,E/S,9,1803-944,F1-BM1,외부
1638,7,장승배기,E/S,10,1803-945,F1-BM1,외부
1639,7,신대방삼거리,E/S,1,1803-975,B1-B2,내부
1640,7,신대방삼거리,E/S,2,1803-982,B1-B2,내부
1641,7,신대방삼거리,E/S,3,1803-976,BM1-B1,내부
1642,7,신대방삼거리,E/S,4,1803-977,BM1-B1,내부
1643,7,신대방삼거리,E/S,5,1803-978,F1-BM1,외부
1644,7,신대방삼거리,E/S,6,1803-979,F1-BM1,외부
1645,7,신대방삼거리,E/S,7,1803-980,F1-BM1,외부
1646,7,신대방삼거리,E/S,8,1803-981,F1-BM1,외부
1647,7,신대방삼거리,E/S,9,1807-605,B2-B1,내부
1648,7,신대방삼거리,E/S,10,1807-606,B1-B2,내부
1649,7,신대방삼거리,E/S,11,1807-607,B1-B2,내부
1650,7,신대방삼거리,E/S,12,1807-608,B1-B2,내부
1651,7,보라매,E/S,1,1803-492,BM1-B1,내부
1652,7,보라매,E/S,2,1803-493,F1-B1,외부
1653,7,보라매,E/S,3,1803-494,F1-B1,외부
1654,7,보라매,E/S,4,1803-495,BM1-B1,내부
1655,7,신풍,E/S,1,1803-588,F1-B1,외부
1656,7,신풍,E/S,2,1803-589,F1-B1,외부
1657,7,신풍,E/S,3,1803-590,F1-B1,외부
1658,7,신풍,E/S,4,1803-591,F1-B1,외부
1659,7,대림,E/S,1,1803-601,B1-B2,내부
1660,7,대림,E/S,2,1803-602,B1-B2,내부
1661,7,대림,E/S,3,1803-603,B1-B2,내부
1662,7,대림,E/S,4,1803-604,B1-B2,내부
1663,7,대림,E/S,5,1803-605,F1-B1,외부
1664,7,대림,E/S,6,1803-606,F1-B1,외부
1665,7,대림,E/S,7,1803-607,환F1-B1,내부
1666,7,대림,E/S,8,1803-608,환F1-B1,내부
1667,7,대림,E/S,9,1803-609,환F1-B1,내부
1668,7,대림,E/S,10,1803-610,환F1-B1,내부
1669,7,대림,E/S,11,1803-611,환F1-B1,내부
1670,7,대림,E/S,12,,,
1671,7,대림,E/S,13,,,
1672,7,남구로,E/S,1,1803-576,B2-B4,내부
1673,7,남구로,E/S,2,1803-577,B2-B4,내부
1674,7,남구로,E/S,3,1803-578,B2-B4,내부
1675,7,남구로,E/S,4,1803-579,B2-B4,내부
1676,7,남구로,E/S,5,1803-580,BM2-B2,내부
1677,7,남구로,E/S,6,1803-581,BM2-B2,내부
1678,7,남구로,E/S,7,1803-582,BM1-B1,내부
1679,7,남구로,E/S,8,1803-583,BM1-B1,내부
1680,7,남구로,E/S,9,1803-584,F1-BM1,외부
1681,7,남구로,E/S,10,1803-585,F1-BM1,외부
1682,7,남구로,E/S,11,1803-586,F1-BM1,외부
1683,7,남구로,E/S,12,1803-587,F1-BM1,외부
1684,7,가산디지털단지,E/S,1,1803-480,B1-B3,내부
1685,7,가산디지털단지,E/S,2,1803-481,B1-B3,내부
1686,7,가산디지털단지,E/S,3,1803-482,B1-B3,내부
1687,7,가산디지털단지,E/S,4,1803-483,B1-B3,내부
1688,7,가산디지털단지,E/S,5,1803-484,B1-B3,내부
1689,7,가산디지털단지,E/S,6,1803-485,B1-B3,내부
1690,7,가산디지털단지,E/S,7,1803-486,F1-B1,외부
1691,7,가산디지털단지,E/S,8,1803-487,F1-B1,외부
1692,7,가산디지털단지,E/S,9,1803-488,F1-B1,내부
1693,7,가산디지털단지,E/S,10,1803-489,F1-B1,내부
1694,7,가산디지털단지,E/S,11,1803-490,F1-B1,내부
1695,7,가산디지털단지,E/S,12,1803-491,F1-B1,내부
1696,7,가산디지털단지,E/S,13,1807-283,F1-B1,외부
1697,7,가산디지털단지,E/S,14,1807-282,F1-B1,외부
1698,7,가산디지털단지,E/S,15,1807-285,F1-B1,외부
1699,7,가산디지털단지,E/S,16,1807-284,F1-B1,외부
1700,7,철산,E/S,1,3801-711,F1-B1,외부
1701,7,철산,E/S,2,3801-712,F1-B1,외부
1702,7,철산,E/S,3,3808-480,F1-B1,외부
1703,7,철산,E/S,4,3808-479,F1-B1,외부
1704,7,철산,E/S,5,3813-188,F1-B1,외부
1705,7,철산,E/S,6,3813-187,F1-B1,외부
1706,7,광명사거리,E/S,1,3818-918,B1-F1,외부
1707,7,광명사거리,E/S,2,3818-919,B1-F1,외부
1708,7,천왕,E/S,1,1803-478,F1-B1,외부
1709,7,천왕,E/S,2,1803-479,F1-B1,외부
1710,7,천왕,E/S,3,1810-908,F1-B1,외부
1711,7,천왕,E/S,4,1810-909,F1-B1,외부
1712,7,천왕,E/S,5,1812-615,F1-B1,외부
1713,7,천왕,E/S,6,1812-616,F1-B1,외부
1714,7,온수,E/S,1,1803-454,B1-B2,내부
1715,7,온수,E/S,2,1803-455,B1-B2,내부
1716,7,온수,E/S,3,1803-456,B1-B2,내부
1717,7,온수,E/S,4,1803-457,B1-B2,내부
1718,7,온수,E/S,5,1803-458,BM1-B1,내부
1719,7,온수,E/S,6,1803-459,BM1-B1,내부
1720,7,온수,E/S,7,1803-460,F1-B1,내부
1721,7,온수,E/S,8,1803-461,F1-B1,내부
1722,7,온수,E/S,9,1803-462,F1-B1,외부
1723,7,온수,E/S,10,1803-463,F1-B1,외부
1724,7,온수,E/S,11,1803-464,F1-B1,외부
1725,7,온수,E/S,12,1803-465,F1-B1,외부
1726,7,온수,E/S,13,1803-466,F1-B1,내부
1727,7,온수,E/S,14,1803-467,F1-B1,내부
